sii_id,codigo,fecha,corte,instancia,resumen
2355,2941-2012,2013-05-29,Corte Suprema,Corte Suprema,Ley 16.271 – Artículo 2° - Código Civil – Artículo 1783
2359,163-2015,2015-04-02,Corte de Apelaciones,Corte de Apelaciones de Concepción,CÓDIGO PENAL – ARTÍCULO 70
2361,6958-2015,2016-01-20,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 70 DE LA LEY SOBRE IMPUESTO A LA RENTA
2365,27972-2016,2017-11-06,Corte Suprema,Corte Suprema,Gastos necesarios para producir la renta – Artículo 31 de la Ley sobre Impuesto a la Renta
2368,GR-11-00036-2014,2015-04-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,ARTÍCULO 31 DE LA LEY SOBRE IMPUESTO A LA RENTA
2372,4857-2014,2014-12-03,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO – ARTÍCULO 132
2376,2509-2010,2012-10-18,Corte Suprema,Corte Suprema,Código Tributario – Artículo 200
2383,14-2015,2015-10-27,Corte de Apelaciones,Corte de Apelaciones de Concepción,"ARTÍCULO 33 N° 1, LETRA F) DE LA LEY SOBRE IMPUESTO A LA RENTA"
2390,6286-2013,2014-11-27,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO – ARTÍCULO 21
2397,GR-09-00021-2014,2015-06-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS – ARTÍCULO 23 N° 2
2398,71-2015,2016-02-09,Corte de Apelaciones,Corte de Apelaciones de San Miguel,ARTÍCULOS 97 N° 4 INCISO TERCERO Y 112 INCISO SEGUNDO DEL CÓDIGO TRIBUTARIO
2400,7657-2013,2014-09-16,Corte Suprema,Corte Suprema,"ARTÍCULO 31 INCISO 1° Y 3° DE LA LEY SOBRE IMPUESTO A LA RENTA - ARTÍCULOS 21, 17 Y 132 INCISO 14° DEL CÓDIGO TRIBUTARIO."
2402,40-2015,2015-04-24,Corte de Apelaciones,Corte de Apelaciones de Santiago,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 31 INCISO PRIMERO
2411,3446-2013,2013-12-31,Corte Suprema,Corte Suprema,Citación - Facultativa – Obligatoria
2412,3-2012,2012-06-06,Corte de Apelaciones,Corte de Apelaciones de Arica,"Código Tributario – Artículos 21, 26 y 140 – Ley sobre Impuesto a la Renta – Artículo 31"
2413,32610-2014,2015-12-07,Corte Suprema,Corte Suprema,ARTÍCULO 132 DEL CÓDIGO TRIBUTARIO
2416,GR-13-00002-2013,2014-07-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Aysén del General Carlos Ibáñez del Campo,ARTÍCULOS 21 Y 63 DEL CÓDIGO TRIBUTARIO – ARTÍCULO 97 DE LA LEY SOBRE IMPUESTO A LA RENTA
2418,11372—2014,2015-01-12,Corte Suprema,Corte Suprema,NÚMEROS 3 Y 4 DEL ARTÍCULO ÚNICO DE LA LEY N° 18.320-ARTÍCULO 200 DEL CÓDIGO TRIBUTARIO- ARTÍCULO 19 DEL CÓDIGO CIVIL- INCISO PRIMERO DEL ARTÍCULO ÚNICO DE LA LEY N° 18.320 - ARTÍC
2419,ES-08-00018-2013,2013-05-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 97 N° 10
2420,12523-2013,2013-12-12,Corte Suprema,Corte Suprema,"ARTÍCULO 162 Y 200 DEL CÓDIGO TRIBUTARIO - ARTÍCULOS 19, 22 Y 24 DEL CÓDIGO CIVIL -"
2421,6246-2014,2015-02-04,Corte Suprema,Corte Suprema,ARTICULOS 6 y 7 DE LA CONSTITUCION POLITICA DE LA REPUBLICA DE CHILE - 6 b) DEL CODIGO TRIBUTARIO- 3 BIS - 5 Nº 10 - 9 INCISO FINAL Y 19 DEL DFL Nº 7 DE 1980 - ARTICULOS 14 A) Nº 1
2422,GR-08-00037-2012,2012-10-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Ley N° 18.320 – Artículo único
2424,2745-2013,2013-12-11,Corte Suprema,Corte Suprema,ARTÍCULO 70 DE LA LEY DE IMPUESTO A LA RENTA - ARTÍCULO 53 DEL CÓDIGO TRIBUTARIO - ARTÍCULOS 19 INCISO 1° Y 20 DEL CÓDIGO CIVIL
2426,VD-08-000736-2012,2012-11-29,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 155 y siguientes
2427,36-2014,2015-03-19,Corte de Apelaciones,Corte de Apelaciones de Temuco,CÓDIGO TRIBUTARIO – ARTÍCULO 86
2430,16649-2014,2015-06-09,Corte Suprema,Corte Suprema,CONVENCIÓN AMERICANA DE DERECHOS HUMANOS – ARTÍCULO 8 N° 1 – CÓDIGO TRIBUTARIO – ARTÍCULO 200
2435,7012-2009,2012-01-20,Corte Suprema,Corte Suprema,Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5
2439,GR-03-00004-2013,2013-06-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,Código Tributario – Artículo 132 inciso 11 – Ley sobre Impuesto a la Renta – Artículo
2443,4539-2014,2014-09-25,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 21 LEY SOBRE IMPUESTO DE LA RENTA
2445,GR-03-00004-2015,2016-02-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,LITERAL I) DEL INCISO 1° DEL ARTÍCULO 21 DE LA LEY SOBRE IMPUESTO A LA RENTA
2451,21-2013,2014-11-10,Corte de Apelaciones,Corte de Apelaciones de Talca,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 35 – CÓDIGO TRIBUTARIO - ARTÍCULO 132 INCISO 14
2462,11606-2011,2013-01-07,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 31 N° 4
2477,DESCONOCIDO 3659,2012-11-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 97 N° 4 inciso 1°
2481,8378-2009,2012-03-08,Corte Suprema,Corte Suprema,Código Tributario – Artículos 200 y 201
2483,DESCONOCIDO 3651,2012-11-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 97 N° 4 inciso 1°
2487,58-2012,2013-04-24,Corte Suprema,Corte Suprema,Código Tributario – Artículo 200
2489,2994-2013,2013-11-20,Corte Suprema,Corte Suprema,NUMERAL 4° DEL ARTÍCULO 768 DEL CÓDIGO DE PROCEDIMIENTO CIVIL - ARTÍCULO 53 DEL CÓDIGO TRIBUTARIO – ARTÍCULO 90 DE LA LEY DE IMPUESTO A LA RENTA -
2490,ES-06-00019-2017,2017-09-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Momento en que debe emitirse el documento tributario – Artículo 97 N° 10 del Código Tributario – Artículo 55 de la Ley sobre Impuesto a las Ventas y Servicios
2492,9729-2015,2015-04-06,Corte Suprema,Corte Suprema,LEY SOBRE IMPUESTO A LA RENTA - ARTÍCULOS 18 INCISOS 1° Y 2° Y 17 N° 8 LETRA A)
2493,GR-17-00020-2014,2015-01-15,Tribunal Tributario y Aduanero,Tercer Tribunal Tributario y Aduanero de la Región Metropolitana,LEY 19.880 – ARTÍCULO 11 – ARTÍCULO 41
2499,GR-03-00024-2012,2013-04-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,"Código Tributario – Artículos 12, 13 y 21 – Ley sobre Impuesto a la Renta – Artículo 70"
2503,DESCONOCIDO 3660,2012-11-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 97 N° 4 inciso 1°
2505,4046-2013,2014-01-20,Corte Suprema,Corte Suprema,ARTÍCULO 47 DE LA LEY 19.880
2506,GR-02-00014-2012,2012-12-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,Código Tributario – Artículo 127 – Ley sobre Impuesto a la Renta – Artículo 33 bis
2509,VD-11-00003-2016,2016-02-15,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,ARTÍCULO 8° BIS N° 2 Y N° 8 y 126 DEL CÓDIGO TRIBUTARIO
2516,4-2012,2012-08-20,Corte de Apelaciones,Corte de Apelaciones de Punta Arenas,Código Tributario – Artículo 127
2524,GR-12-00031-2015,2016-02-17,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Artículo 31 N° 3 de la Ley sobre Impuesto a la Renta
2527,28-2015,2015-05-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 4 INCISO 2° - ARTÍCULO 97 N° 5
2532,1572-2013,2014-01-22,Corte Suprema,Corte Suprema,ARTÍCULO 31 INCISO TERCERO N°4 DE LA LEY DE RENTA
2535,5-2005,2015-04-08,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 97 N° 16 DEL CÓDIGO TRIBUTARIO - ARTÍCULO 62 DE LA LEY SOBRE IMPUESTO AL VALOR AGREGADO
2536,38296-2016,2017-12-20,Corte Suprema,Corte Suprema,Derechos de los contribuyentes – Artículo 8º bis Nº 3 del Código Tributario
2538,42436-2016,2017-09-27,Corte Suprema,Corte Suprema,Principio de buena fe – Artículo 26 del Código Tributario
2540,GR-08-00016-2012,2012-08-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículos 21 y 64 – Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5 – Ley sobre Impuesto a la Renta – Artículo 35
2542,GR-06-00013-2015,2015-09-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,"ARTÍCULO 31 N°3 INCISO SEGUNDO LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 21, 26 Y 200 DEL CÓDIGO TRIBUTARIO"
2549,GS-07-00011-2012,2012-11-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Código Tributario – Artículos 97 N° 4 incisos 1° y 2°
2554,24-2015,2016-02-24,Corte de Apelaciones,Corte de Apelaciones de Valdivia,ARTÍCULO 55 DEL CÓDIGO DE PROCEDIMIENTO CIVIL – ARTÍCULO 63 DEL CÓDIGO TRIBUTARIO
2563,GR-09-00005-2012,2012-10-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Magallanes y la Antártica Chilena,"Ley sobre Impuesto a las Ventas y Servicios – Artículos 2° y 76 – Ley sobre Impuesto a la Renta – Artículos 21, 29 y 41 – Código Tributario – Artículo 21"
2568,GR-08-00091-2013,2015-01-14,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 21
2569,GR-04-00010-2014,2015-01-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Atacama,LEY SOBRE IMPUESTO A LA RENTA - ARTÍCULO 35
2573,5-2012,2012-08-24,Corte de Apelaciones,Corte de Apelaciones de Antofagasta,"Código Tributario – Artículos 115, 124 y 140 – Ley sobre Impuesto a la Renta – Artículos 14 letra A N° 1 letra c), 18, 31 N° 3 y 41 N° 8 – Ley N° 18.046 sobre Sociedades Anónimas –"
2575,1798-2014,2014-06-30,Corte Suprema,Corte Suprema,"ARTÍCULOS 546 CAUSALES CUARTA Y SÉPTIMA 458, 459, 481 Y 488 N°S 1 Y 2 DEL CÓDIGO DE PROCEDIMIENTO PENAL."
2576,ES-08-00033-2015,2015-06-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,CÓDIGO TRIBUTARIO – ARTÍCULO 97 N° 10
2581,6957-2013,2014-06-05,Corte Suprema,Corte Suprema,"ARTICULO UNICO N° 4 LEY 18.320-ARTÍCULO 19 CÓDIGO CIVIL-ARTÍCULO 23 Y 25 LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS –ARTÍCULOS 30,31 Y 33 LETRA G) LEY SOBRE IMPUESTO A LA RENTA"
2590,22-12,2015-12-22,Corte de Apelaciones,Corte de Apelaciones de Talca,ARTÍCULO 64 INCISO 6° DEL CÓDIGO TRIBUTARIO – ARTÍCULO 21 DEL CÓDIGO TRIBUTARIO
2593,14928-2013,2014-11-06,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO – ARTÍCULO 21 INCISO 2° - ARTÍCULO 64
2594,14-00024,2014-01-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,ARTÍCULO 23 NÚMERO 5 INCISO 3° DE LA LEY SOBRE IMPUESTO AL VALOR AGREGADO
2597,GR-07-00027-2011,2013-01-21,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,"Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículos 14 letra A N°1 letra c), 31 N° 3 y 97"
2599,5196-2011,2013-05-15,Corte Suprema,Corte Suprema,Ley N° 18.681 – Artículo 69
2601,7109-2013,2015-05-05,Corte Suprema,Corte Suprema,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 31
2602,1917-2012,2012-06-15,Corte Suprema,Corte Suprema,Código Tributario – Artículo 97 N° 4 inciso final
2605,GR-03-00003-2015,2015-11-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Antofagasta,ARTÍCULO 132 INCISO 11 DEL CÓDIGO TRIBUTARIO
2606,26366-2014,2016-03-29,Corte Suprema,Corte Suprema,ARTÍCULO 59 INCISO 1° Y 4° NUMERAL 2 DE LA LEY SOBRE IMPUESTO A LA RENTA
2607,4506-2012,2013-06-17,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 35
2609,GR-08-00041-2012,2012-12-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículo 70
2611,15324-2013,2015-01-19,Corte Suprema,Corte Suprema,"ARTÍCULO 23 N° 5 LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS - ARTÍCULO 768 DEL CÓDIGO DE PROCEDIMIENTO CIVIL- ARTÍCULOS 21 Y 200 DEL CÓDIGO TRIBUTARIO- 37, 341, 346 Y 427 DEL CÓDI"
2615,9650-2009,2012-06-01,Corte Suprema,Corte Suprema,Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 N° 5
2617,509-2011,2012-01-27,Corte de Apelaciones,Corte de Apelaciones de San Miguel,Código Tributario - Artículos 97 N° 4 inciso 2° y 112 .
2623,01-00003,2012-04-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Arica y Parinacota,"Código Tributario – Artículo 26 – Ley sobre Impuesto a la Renta – Artículos 12, 14, 31 N° 3, 41, 41 A y 41 B"
2629,13-2012,2012-11-12,Corte de Apelaciones,Corte de Apelaciones de Talca,Código Tributario – Artículo 97 N° 4
2630,GR-15-00339-2013,2015-03-31,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 107
2631,GR-08-00048-2011,2012-02-07,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículos 21 y 132 inciso 11 – Ley sobre Impuesto a la Renta – Artículo 31
2637,17283-2013,2015-01-07,Corte Suprema,Corte Suprema,"ARTÍCULO 21 DEL CÓDIGO TRIBUTARIO- ARTÍCULOS 6, 7 Y 19 Nº 3 DE LA CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA-ARTÍCULOS 29, 30, 31, 32, 33, 42 Y 43 DE LA LEY SOBRE IMPUESTO A LA RENTA- A"
2641,22-2015,2015-07-31,Corte de Apelaciones,Corte de Apelaciones de Valparaíso,ARTÍCULO 14 BIS DE LA LEY SOBRE IMPUESTO A LA RENTA
2649,GR-19-00029-2013,2015-06-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,LEY SOBRE DE IMPUESTO A LA RENTA – ARTÍCULO 59 N°2
2652,232-2017,2018-01-12,Corte de Apelaciones,Corte de Apelaciones de Santiago,Sana Crítica – Artículo 132 inciso 14 Código Tributario – Buena fe – 26 del Código Tributario
2655,11096-2013,2013-12-12,Corte Suprema,Corte Suprema,LEY 19. 606
2658,6106-2013,2014-07-10,Corte Suprema,Corte Suprema,"ARTÍCULOS 53, 200, 24 Y 2 DEL CÓDIGO TRIBUTARIO – 22 CÓDIGO CIVIL – 2514 DEL CÓDIGO CIVIL"
2659,ES-08-00090-2015,2016-01-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,ARTÍCULO 97 N° 16 DEL CÓDIGO TRIBUTARIO - ARTÍCULO 45 DEL CÓDIGO CIVIL
2662,GS-07-00043-2011,2012-05-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Maule,Código Tributario – Artículo 97 N° 4 incisos 1° y 2°
2663,GR-10-00139-2013,2014-02-19,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Biobío,ARTÍCULO 70 DE LA LEY SOBRE IMPUESTO A LA RENTA
2672,16909-2013,2014-09-30,Corte Suprema,Corte Suprema,ARTÍCULO 53 INCISO 3º DEL CÓDIGO TRIBUTARIO-ARTÍCULO 768 N° 4 DEL CÓDIGO DE PROCEDIMIENTO CIVIL
2674,GR-11-00017-2012,2013-02-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,Código Tributario – Artículos 10 y 124
2676,GR-11-00017-2013,2013-06-03,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,"Código Tributario – Artículo 26 – Ley General de Cooperativas – Artículos 38 inciso 1°, 49, 51, 52 y 53"
2681,946-2014,2014-11-19,Corte Suprema,Corte Suprema,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULOS 31 Y 33 N° 1
2682,6925-2012,2013-11-12,Corte Suprema,Corte Suprema,ARTÍCULO 31 N° 4 DE LA LEY DE IMPUESTO A LA RENTA - ARTÍCULO 21 Y 132 DEL CÓDIGO TRIBUTARIO -
2687,1-2012,2012-07-04,Corte de Apelaciones,Corte de Apelaciones de Iquique,"Ley sobre Impuesto a la Renta – Artículos 29, 30 y 31 – Ley N° 19.946 – Artículo 10"
2688,GR-08-00034-2012,2012-11-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Ley sobre Impuesto a las Ventas y Servicios – Artículo 23 Nos 2 y 5
2689,GR-08-00034-2011,2012-05-18,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículos 29, 30, 31, 33 bis y 41"
2691,GR-14-00016-2014,2015-04-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Valparaíso,CÓDIGO TRIBUTARIO – ARTÍULO 126 – ARTÍCULO 127
2692,21789-2014,2015-05-12,Corte Suprema,Corte Suprema,LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 17 N° 8
2693,1569-2011,2015-05-27,Corte de Apelaciones,Corte de Apelaciones de Concepción,CÓDIGO TRIBUTARIO – ARTÍCULO 21
2699,GR-11-00010-2012,2012-10-22,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Ríos,"Ley sobre Impuesto a la Renta – Artículos 2° N° 1 y 17 números 1, 2, 3 y 4 – Ley General de Cooperativas – Artículos 49 inciso final, 51 y 53."
2700,412-2015,2015-12-22,Corte de Apelaciones,Corte de Apelaciones de San Miguel,"ARTÍCULOS 2°, 3°, 4° Y 12 DEL CONVENIO ENTRE LA REPÚBLICA ARGENTINA Y LA REPÚBLICA DE CHILE PARA EVITAR LA DOBLE TRIBUTACIÓN EN MATERIA DE IMPUESTOS SOBRE LA RENTA, GANANCIA O BENE"
2703,GR-19-00040-2015,2017-08-04,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región del Libertador General Bernardo O`Higgins,"Reinversión mediante usufructo – Articulo 14 letra A, N° 1, letra c) de la Ley sobre Impuesto a la Renta"
2711,DESCONOCIDO 3575,2013-03-06,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,"Código Tributario – Artículos 64 y 200 – Ley sobre Impuesto a las Ventas y Servicios – Artículos 23, 25 – Ley sobre Impuesto a la Renta – Artículos 31, 35"
2712,ES-02-00063-2011,2012-01-24,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,"Código Tributario – Artículos 86, 97 N° 10, 107 N°s 1, 4, 5 y 6, Artículos 132, 165 – Ley sobre Impuesto a las Ventas y Servicios – Artículos 52 y 54 – Decreto con Fuerza de Ley N°"
2714,GR-12-00013-2012,2012-12-10,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,Código Tributario – Artículo 64 – Ley sobre Impuesto a la Renta – Artículos 31 y 35
2715,ES-06-00005-2013,2013-03-12,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,"Código Tributario – Artículos 97 N° 10 y 128 – Ley sobre Impuesto a las Ventas y Servicios – Artículos 8° letra e), 52 y 55"
2719,3424-2013,2014-01-16,Corte Suprema,Corte Suprema,"ARTÍCULOS 17 N° 8 LETRA A), 18 Y 20 N°5 DE LA LEY SOBRE IMPUESTO A LA RENTA"
2721,1992-2014,2015-04-10,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 97 N° 8 Y 9 DEL CÓDIGO TRIBUTARIO
2722,10126-2013,2013-12-16,Corte Suprema,Corte Suprema,"ARTÍCULOS 18 TER, 70 Y 71 DE LA LEY DE IMPUESTO A LA RENTA - ARTÍCULOS 2, 21 Y 148 DEL CÓDIGO TRIBUTARIO - ARTÍCULOS 318 Y SIGUIENTES DEL CÓDIGO DE PROCEDIMIENTO CIVIL – ARTÍCULOS "
2726,11872-2014,2015-05-28,Corte Suprema,Corte Suprema,CÓDIGO TRIBUTARIO - ARTÍCULO 200 - LEY 18.320 – ARTÍCULO ÚNICO
2729,28390-2016,2016-08-17,Corte Suprema,Corte Suprema,Timbraje de documentos – Negativa del Servicio a timbrar facturas por deuda tributaria del contribuyente – Facultades fiscalizadoras del Servicio de Impuestos Internos
2732,1060-2015,2015-12-17,Corte de Apelaciones,Corte de Apelaciones de San Miguel,ARTÍCULO 35 DEL CÓDIGO TRIBUTARIO Y LEY N° 20.285 SOBRE TRANSPARENCIA DE LA FUNCIÓN PÚBLICA
2736,2999-2011,2012-05-15,Juzgado de Garantía,Juzgado de Garantía de Punta Arenas,Código Tributario - Artículo 97 N° 9 – Ley N° 17.336 – Artículo 81 inciso 1°.
2739,200-2015,2015-11-11,Corte de Apelaciones,Corte de Apelaciones de Santiago,ARTÍCULO 115 DEL CÓDIGO TRIBUTARIO
2759,GR-06-00045-2014,2015-03-30,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,CÓDIGO TRIBUTARIO – ARTÍCULO 132 - LEY SOBRE IMPUESTO A LA RENTA – ARTÍCULO 35
2761,GR-06-00045-2012,2013-02-20,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Código Tributario – Artículo 126
2762,GR-06-00027-2012,2012-10-09,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,"Código Tributario – Artículo 21 – Ley sobre Impuesto a la Renta – Artículos 21, 33 y 54"
2764,GR-06-00027-2013,2014-02-25,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,ARTÍCULOS 47 Y 54 N°3 DE LA LEY SOBRE IMPUESTO A LA RENTA
2767,27319-2014,2015-08-18,Corte Suprema,Corte Suprema,"ARTÍCULOS 38 Y 76 DE LA CONSTITUCIÓN POLÍTICA DE LA REPÚBLICA - ARTÍCULOS 5, 48 Y 108 DEL CÓDIGO ORGÁNICO DE TRIBUNALES-ARTÍCULO 1 DE LA LEY N° 20.322 - ARTÍCULOS 123 Y 124 DEL CÓD"
2772,AB-06-000011-2012,2012-06-26,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Coquimbo,Código Tributario – Artículo 150 – Ley N° 17.235 – Artículo 4° - Ley General de Urbanismo y Construcciones – Artículos 57 y 134
2776,23-2014,2015-06-18,Corte de Apelaciones,Corte de Apelaciones de Puerto Montt,CÓDIGO TRIBUTARIO – ARTÍCULO 21
2780,5049-2013,2014-06-04,Corte Suprema,Corte Suprema,ARTÍCULO 6 LETRA A) CÓDIGO TRIBUTARIO-ARTÍCULO 7 DE LA CONSTITUCIÓN POLÍTICA-ARTÍCULO 54 DE LA LEY 19.880
2783,GR-12-00045-2017,2018-01-31,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Los Lagos,"Valorización financiera de animales nacidos – Incremento patrimonial – Decreto Supremo N° 1.139, de 1991, dictado por el Ministerio de Hacienda que contienen el reglamento de conta"
2793,GR-08-00059-2014,2015-10-23,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"ARTÍCULO 42 INCISO 2° DEL D.F.L. N° 7, DE 1980, LEY ORGÁNICA DEL SERVICIO DE IMPUESTOS INTERNOS"
2796,GR-08-00059-2011,2012-07-13,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,Código Tributario – Artículo 21 – Ley sobre Impuesto a las Ventas y Servicios – Artículos 8° letra e) y 20 – Ley sobre Impuesto a la Renta – Artículo 29
2804,DESCONOCIDO 4302,2015-08-26,Corte de Apelaciones,Corte de Apelaciones de Talca,ARTÍCULO 200 INCISO FINAL DEL CÓDIGO TRIBUTARIO
2810,6698-10,2012-12-20,Corte Suprema,Corte Suprema,"D.L. 2186, de 1978"
2817,9413-2009,2012-01-17,Corte Suprema,Corte Suprema,Ley sobre Impuesto a la Renta – Artículo 21
2821,87-2012,2013-04-22,Corte de Apelaciones,Corte de Apelaciones de Temuco,Código Tributario – Artículo 97 Número 4 Inciso 1°
2822,51-2014,2015-07-02,Corte de Apelaciones,Corte de Apelaciones de Temuco,ARTÍCULO 11 INCISO SEGUNDO DE LA LEY 19.880
2829,GR-08-00009-2012,2012-06-08,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de la Araucanía,"Código Tributario – Artículo 11, 124, 200 y 201."
2830,GR-02-00057-2012,2013-03-18,Tribunal Tributario y Aduanero,Tribunal Tributario y Aduanero de la Región de Tarapacá,PAGO PROVISIONAL POR UTILIDADES ABSORBIDAS – ACREDITACIÓN DE LA PÉRDIDA – INADMISIBILIDAD PROBATORIA – TRIBUNAL TRIBUTARIO Y ADUANERO DE IQUIQUE – RECLAMO – ACOGIDO
2832,GR-17-00180-2015,2016-02-09,Tribunal Tributario y Aduanero,Primer Tribunal Tributario y Aduanero de la Región Metropolitana,ARTÍCULO 97 N° 10 DEL CÓDIGO TRIBUTARIO – ARTÍCULOS 52 Y SIGUIENTES DE LA LEY SOBRE IMPUESTO A LAS VENTAS Y SERVICIOS – ARTÍCULOS 68 Y SIGUIENTES DEL REGLAMENTO DE LA LEY SOBRE IMP
